('BlackBerry', 'hero1379'),{'model': 'hero1379', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '15275', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('BlackBerry', 'N3085'),{'model': 'N3085', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '16213', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '6'}
('BlackBerry', 'lumia1984'),{'model': 'lumia1984', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '5169', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '14'}
('BlackBerry', 'N1530'),{'model': 'N1530', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '25974', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '7'}
('BlackBerry', 'lumia1528'),{'model': 'lumia1528', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '29919', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '7'}
('BlackBerry', 'hero2242'),{'model': 'hero2242', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '23226', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '8'}
('BlackBerry', 'hero2797'),{'model': 'hero2797', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '19095', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '29'}
('BlackBerry', 'N3557'),{'model': 'N3557', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '7218', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '23'}
('BlackBerry', 'lumia464'),{'model': 'lumia464', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '15515', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '12'}
('BlackBerry', 'lumia294'),{'model': 'lumia294', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '27775', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '30'}
('BlackBerry', 'lumia1135'),{'model': 'lumia1135', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '12296', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '7'}
('BlackBerry', 'lumia2271'),{'model': 'lumia2271', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '24153', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '26'}
('BlackBerry', 'hero2245'),{'model': 'hero2245', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '35739', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '7'}
('BlackBerry', 'lumia3471'),{'model': 'lumia3471', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '24580', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '18'}
('BlackBerry', 'hero1332'),{'model': 'hero1332', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '13961', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('BlackBerry', 'blackberry263'),{'model': 'blackberry263', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '24112', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '26'}
('BlackBerry', 'N4256'),{'model': 'N4256', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '26148', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '13'}
('BlackBerry', 'hero3187'),{'model': 'hero3187', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '30007', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('BlackBerry', 'hero3652'),{'model': 'hero3652', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '2065', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '20'}
('BlackBerry', 'hero1889'),{'model': 'hero1889', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '13117', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '6'}
('BlackBerry', 'N3128'),{'model': 'N3128', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '34997', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '13'}
('BlackBerry', 'hero1864'),{'model': 'hero1864', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '32951', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '9'}
('BlackBerry', 'hero3030'),{'model': 'hero3030', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '33073', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '25'}
('BlackBerry', 'lumia4310'),{'model': 'lumia4310', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '36643', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '8'}
('BlackBerry', 'hero955'),{'model': 'hero955', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '38490', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '21'}
('BlackBerry', 'hero2102'),{'model': 'hero2102', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '22423', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '21'}
('BlackBerry', 'hero1688'),{'model': 'hero1688', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '39841', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '17'}
('BlackBerry', 'hero1870'),{'model': 'hero1870', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '34724', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '17'}
('BlackBerry', 'hero1093'),{'model': 'hero1093', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '24120', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('BlackBerry', 'hero4439'),{'model': 'hero4439', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '2164', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('BlackBerry', 'blackberry3567'),{'model': 'blackberry3567', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '36761', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '29'}
('BlackBerry', 'hero2603'),{'model': 'hero2603', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '14439', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '21'}
('BlackBerry', 'lumia2297'),{'model': 'lumia2297', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '11663', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '19'}
('BlackBerry', 'hero1403'),{'model': 'hero1403', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '9001', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '7'}
('BlackBerry', 'lumia479'),{'model': 'lumia479', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '28429', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '27'}
('BlackBerry', 'blackberry2097'),{'model': 'blackberry2097', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '29626', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '11'}
('BlackBerry', 'hero4536'),{'model': 'hero4536', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '1298', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '28'}
('BlackBerry', 'blackberry1360'),{'model': 'blackberry1360', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '33181', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '29'}
('BlackBerry', 'lumia3274'),{'model': 'lumia3274', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '22846', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '10'}
('BlackBerry', 'hero3580'),{'model': 'hero3580', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '15338', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '29'}
('BlackBerry', 'blackberry202'),{'model': 'blackberry202', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '35197', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '27'}
('BlackBerry', 'blackberry4575'),{'model': 'blackberry4575', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '8582', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '12'}
('BlackBerry', 'hero1802'),{'model': 'hero1802', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '21577', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('BlackBerry', 'hero1287'),{'model': 'hero1287', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '18090', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '19'}
('BlackBerry', 'lumia705'),{'model': 'lumia705', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '11864', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '14'}
('BlackBerry', 'hero4512'),{'model': 'hero4512', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '3309', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('BlackBerry', 'lumia997'),{'model': 'lumia997', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '15171', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '19'}
('BlackBerry', 'blackberry2878'),{'model': 'blackberry2878', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '36061', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '21'}
('BlackBerry', 'hero1572'),{'model': 'hero1572', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '36849', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '17'}
('BlackBerry', 'lumia3624'),{'model': 'lumia3624', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '3301', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '10'}
('BlackBerry', 'lumia1369'),{'model': 'lumia1369', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '18775', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '12'}
('BlackBerry', 'blackberry195'),{'model': 'blackberry195', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '24440', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '30'}
('BlackBerry', 'hero1022'),{'model': 'hero1022', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '15500', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '30'}
('BlackBerry', 'hero1521'),{'model': 'hero1521', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '33335', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '15'}
('BlackBerry', 'lumia1650'),{'model': 'lumia1650', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '38532', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '18'}
('BlackBerry', 'lumia2536'),{'model': 'lumia2536', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '11035', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '15'}
('BlackBerry', 'lumia2524'),{'model': 'lumia2524', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '34381', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '22'}
('BlackBerry', 'hero963'),{'model': 'hero963', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '32089', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '13'}
('BlackBerry', 'hero359'),{'model': 'hero359', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '37738', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '26'}
('BlackBerry', 'hero4121'),{'model': 'hero4121', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '19941', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '15'}
('BlackBerry', 'lumia178'),{'model': 'lumia178', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '22540', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '18'}
('BlackBerry', 'lumia4524'),{'model': 'lumia4524', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '24661', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '28'}
('BlackBerry', 'N3979'),{'model': 'N3979', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '19724', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '9'}
('BlackBerry', 'N681'),{'model': 'N681', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '15866', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '8'}
('BlackBerry', 'N4238'),{'model': 'N4238', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '28705', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '11'}
('BlackBerry', 'N514'),{'model': 'N514', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '15171', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '23'}
('BlackBerry', 'blackberry1318'),{'model': 'blackberry1318', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '16807', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('BlackBerry', 'hero1705'),{'model': 'hero1705', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '5787', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '17'}
('BlackBerry', 'blackberry4465'),{'model': 'blackberry4465', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '33177', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '24'}
('BlackBerry', 'N1435'),{'model': 'N1435', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '38373', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '15'}
('BlackBerry', 'blackberry1043'),{'model': 'blackberry1043', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '8013', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '22'}
('BlackBerry', 'lumia1470'),{'model': 'lumia1470', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '8181', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '29'}
('BlackBerry', 'N2629'),{'model': 'N2629', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '37848', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '27'}
('BlackBerry', 'N2890'),{'model': 'N2890', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '32243', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '24'}
('BlackBerry', 'hero1179'),{'model': 'hero1179', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '12278', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '16'}
('BlackBerry', 'lumia3184'),{'model': 'lumia3184', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '17978', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('BlackBerry', 'N899'),{'model': 'N899', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '21236', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '26'}
('BlackBerry', 'hero2170'),{'model': 'hero2170', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '14359', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '26'}
('BlackBerry', 'hero4113'),{'model': 'hero4113', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '26561', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '24'}
('BlackBerry', 'blackberry1283'),{'model': 'blackberry1283', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '18448', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '28'}
('BlackBerry', 'hero1008'),{'model': 'hero1008', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '33731', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '20'}
('BlackBerry', 'hero2750'),{'model': 'hero2750', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '31223', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '22'}
('BlackBerry', 'N2006'),{'model': 'N2006', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '34117', 'thickness': '19', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '14'}
('BlackBerry', 'N105'),{'model': 'N105', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '25165', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '18'}
('BlackBerry', 'hero3221'),{'model': 'hero3221', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '17075', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '9'}
