('Nokia', 'lumia4004'),{'model': 'lumia4004', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Nokia', 'price': '15299', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '22'}
('Nokia', 'blackberry2165'),{'model': 'blackberry2165', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '5', 'company': 'Nokia', 'price': '4190', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '22'}
('Nokia', 'lumia3006'),{'model': 'lumia3006', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '1', 'company': 'Nokia', 'price': '23483', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Nokia', 'lumia2708'),{'model': 'lumia2708', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Nokia', 'price': '39348', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '30'}
('Nokia', 'hero1055'),{'model': 'hero1055', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Nokia', 'price': '24067', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '21'}
('Nokia', 'hero2302'),{'model': 'hero2302', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '5', 'company': 'Nokia', 'price': '39714', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('Nokia', 'blackberry4253'),{'model': 'blackberry4253', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Nokia', 'price': '29901', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '9'}
('Nokia', 'blackberry473'),{'model': 'blackberry473', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'Nokia', 'price': '5169', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Nokia', 'hero1197'),{'model': 'hero1197', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '2', 'company': 'Nokia', 'price': '21350', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '26'}
('Nokia', 'hero3625'),{'model': 'hero3625', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '5', 'company': 'Nokia', 'price': '8401', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '10'}
('Nokia', 'N2726'),{'model': 'N2726', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '5', 'company': 'Nokia', 'price': '27336', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '26'}
('Nokia', 'hero1288'),{'model': 'hero1288', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'Nokia', 'price': '17811', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '5'}
('Nokia', 'hero2974'),{'model': 'hero2974', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '5', 'company': 'Nokia', 'price': '5802', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '15'}
('Nokia', 'blackberry115'),{'model': 'blackberry115', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '0', 'company': 'Nokia', 'price': '13515', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '25'}
('Nokia', 'lumia2989'),{'model': 'lumia2989', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '1', 'company': 'Nokia', 'price': '18767', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '12'}
('Nokia', 'N854'),{'model': 'N854', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '4', 'company': 'Nokia', 'price': '10831', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '24'}
('Nokia', 'lumia192'),{'model': 'lumia192', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'Nokia', 'price': '34972', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '18'}
('Nokia', 'hero4435'),{'model': 'hero4435', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '0', 'company': 'Nokia', 'price': '10192', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '6'}
('Nokia', 'lumia863'),{'model': 'lumia863', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '0', 'company': 'Nokia', 'price': '30319', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '11'}
('Nokia', 'blackberry1366'),{'model': 'blackberry1366', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '4', 'company': 'Nokia', 'price': '8854', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '15'}
('Nokia', 'hero3697'),{'model': 'hero3697', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '0', 'company': 'Nokia', 'price': '27945', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '21'}
('Nokia', 'blackberry4352'),{'model': 'blackberry4352', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '1', 'company': 'Nokia', 'price': '17231', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '10'}
('Nokia', 'N3802'),{'model': 'N3802', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Nokia', 'price': '2538', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '21'}
('Nokia', 'lumia3279'),{'model': 'lumia3279', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Nokia', 'price': '9103', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '7'}
('Nokia', 'N494'),{'model': 'N494', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Nokia', 'price': '26958', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '7'}
('Nokia', 'N582'),{'model': 'N582', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '3', 'company': 'Nokia', 'price': '7389', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '14'}
('Nokia', 'lumia1959'),{'model': 'lumia1959', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '1', 'company': 'Nokia', 'price': '2821', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('Nokia', 'hero959'),{'model': 'hero959', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Nokia', 'price': '34538', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '17'}
('Nokia', 'N2961'),{'model': 'N2961', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '2', 'company': 'Nokia', 'price': '23952', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '24'}
('Nokia', 'hero3157'),{'model': 'hero3157', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '1', 'company': 'Nokia', 'price': '8074', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '24'}
('Nokia', 'hero438'),{'model': 'hero438', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'Nokia', 'price': '30279', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '26'}
('Nokia', 'lumia978'),{'model': 'lumia978', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'Nokia', 'price': '39184', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '27'}
('Nokia', 'N3852'),{'model': 'N3852', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Nokia', 'price': '30320', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '7'}
('Nokia', 'N1383'),{'model': 'N1383', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '5', 'company': 'Nokia', 'price': '9886', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '30'}
('Nokia', 'blackberry1723'),{'model': 'blackberry1723', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'Nokia', 'price': '26748', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '30'}
('Nokia', 'hero2133'),{'model': 'hero2133', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Nokia', 'price': '25245', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '20'}
('Nokia', 'N2094'),{'model': 'N2094', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '0', 'company': 'Nokia', 'price': '24388', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '12'}
('Nokia', 'lumia662'),{'model': 'lumia662', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'Nokia', 'price': '21333', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '13'}
('Nokia', 'hero4286'),{'model': 'hero4286', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '3', 'company': 'Nokia', 'price': '7019', 'thickness': '29', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '27'}
('Nokia', 'hero3944'),{'model': 'hero3944', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Nokia', 'price': '23777', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '7'}
('Nokia', 'lumia4524'),{'model': 'lumia4524', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'Nokia', 'price': '1571', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '19'}
('Nokia', 'lumia4133'),{'model': 'lumia4133', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '2', 'company': 'Nokia', 'price': '5807', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '18'}
('Nokia', 'N4428'),{'model': 'N4428', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Nokia', 'price': '28903', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '21'}
('Nokia', 'hero468'),{'model': 'hero468', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Nokia', 'price': '23892', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Nokia', 'blackberry1768'),{'model': 'blackberry1768', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'Nokia', 'price': '6832', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '20'}
('Nokia', 'N407'),{'model': 'N407', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '3', 'company': 'Nokia', 'price': '32056', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '14'}
('Nokia', 'blackberry2842'),{'model': 'blackberry2842', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Nokia', 'price': '25628', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '13'}
('Nokia', 'blackberry4475'),{'model': 'blackberry4475', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '3', 'company': 'Nokia', 'price': '18134', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '25'}
('Nokia', 'hero692'),{'model': 'hero692', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '3', 'company': 'Nokia', 'price': '27605', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '30'}
('Nokia', 'hero780'),{'model': 'hero780', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Nokia', 'price': '20129', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '17'}
('Nokia', 'hero645'),{'model': 'hero645', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '5', 'company': 'Nokia', 'price': '24731', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Nokia', 'hero759'),{'model': 'hero759', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '5', 'company': 'Nokia', 'price': '9625', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '21'}
('Nokia', 'hero197'),{'model': 'hero197', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Nokia', 'price': '16642', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('Nokia', 'N2805'),{'model': 'N2805', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Nokia', 'price': '6844', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('Nokia', 'lumia1216'),{'model': 'lumia1216', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'Nokia', 'price': '33309', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '10'}
('Nokia', 'hero3752'),{'model': 'hero3752', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Nokia', 'price': '29753', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('Nokia', 'hero1344'),{'model': 'hero1344', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '5', 'company': 'Nokia', 'price': '22551', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '24'}
('Nokia', 'hero2499'),{'model': 'hero2499', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '0', 'company': 'Nokia', 'price': '6204', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '5'}
('Nokia', 'N4243'),{'model': 'N4243', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '5', 'company': 'Nokia', 'price': '4726', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '8'}
('Nokia', 'blackberry2988'),{'model': 'blackberry2988', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Nokia', 'price': '13911', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '17'}
('Nokia', 'hero3156'),{'model': 'hero3156', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Nokia', 'price': '34500', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '30'}
('Nokia', 'N1942'),{'model': 'N1942', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '5', 'company': 'Nokia', 'price': '26223', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '18'}
('Nokia', 'lumia3185'),{'model': 'lumia3185', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '1', 'company': 'Nokia', 'price': '35376', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '7'}
('Nokia', 'hero3872'),{'model': 'hero3872', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '2', 'company': 'Nokia', 'price': '23006', 'thickness': '22', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '6'}
('Nokia', 'hero4417'),{'model': 'hero4417', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '5', 'company': 'Nokia', 'price': '30171', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '21'}
('Nokia', 'lumia3029'),{'model': 'lumia3029', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Nokia', 'price': '16163', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '14'}
('Nokia', 'hero3937'),{'model': 'hero3937', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Nokia', 'price': '8420', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '28'}
('Nokia', 'blackberry3982'),{'model': 'blackberry3982', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Nokia', 'price': '1902', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Nokia', 'blackberry2239'),{'model': 'blackberry2239', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '5', 'company': 'Nokia', 'price': '34509', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '25'}
('Nokia', 'blackberry3706'),{'model': 'blackberry3706', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '5', 'company': 'Nokia', 'price': '37380', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '15'}
('Nokia', 'lumia3023'),{'model': 'lumia3023', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Nokia', 'price': '24663', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '28'}
('Nokia', 'lumia2639'),{'model': 'lumia2639', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Nokia', 'price': '10765', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '17'}
('Nokia', 'lumia1498'),{'model': 'lumia1498', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '3', 'company': 'Nokia', 'price': '23236', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('Nokia', 'blackberry554'),{'model': 'blackberry554', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Nokia', 'price': '37026', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '16'}
('Nokia', 'N1833'),{'model': 'N1833', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Nokia', 'price': '31943', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '20'}
('Nokia', 'hero1783'),{'model': 'hero1783', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Nokia', 'price': '1709', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '20'}
('Nokia', 'lumia2894'),{'model': 'lumia2894', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Nokia', 'price': '19216', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '15'}
('Nokia', 'hero2776'),{'model': 'hero2776', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Nokia', 'price': '21152', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '16'}
('Nokia', 'lumia4545'),{'model': 'lumia4545', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '3', 'company': 'Nokia', 'price': '37854', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Nokia', 'blackberry3862'),{'model': 'blackberry3862', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Nokia', 'price': '14031', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '20'}
('Nokia', 'blackberry3117'),{'model': 'blackberry3117', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Nokia', 'price': '15058', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '28'}
('Nokia', 'hero2953'),{'model': 'hero2953', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '3', 'company': 'Nokia', 'price': '13603', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '14'}
('Nokia', 'lumia1436'),{'model': 'lumia1436', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Nokia', 'price': '28497', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Nokia', 'hero1683'),{'model': 'hero1683', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Nokia', 'price': '21467', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '12'}
('Nokia', 'hero2821'),{'model': 'hero2821', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Nokia', 'price': '8851', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '10'}
('Nokia', 'lumia260'),{'model': 'lumia260', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Nokia', 'price': '21728', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '12'}
('Nokia', 'N2287'),{'model': 'N2287', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '3', 'company': 'Nokia', 'price': '17320', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '10'}
('Nokia', 'hero1642'),{'model': 'hero1642', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Nokia', 'price': '22106', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '23'}
('Nokia', 'hero3437'),{'model': 'hero3437', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Nokia', 'price': '15820', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('Nokia', 'hero600'),{'model': 'hero600', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'Nokia', 'price': '15562', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '17'}
('Nokia', 'hero3304'),{'model': 'hero3304', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Nokia', 'price': '22988', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '25'}
('Nokia', 'hero4145'),{'model': 'hero4145', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Nokia', 'price': '30703', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '11'}
('Nokia', 'blackberry4297'),{'model': 'blackberry4297', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '3', 'company': 'Nokia', 'price': '14859', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '25'}
('Nokia', 'hero4229'),{'model': 'hero4229', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Nokia', 'price': '9446', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '15'}
('Nokia', 'hero4124'),{'model': 'hero4124', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Nokia', 'price': '31565', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '13'}
('Nokia', 'N1759'),{'model': 'N1759', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'Nokia', 'price': '3991', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '8'}
('Nokia', 'lumia3115'),{'model': 'lumia3115', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Nokia', 'price': '4943', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Nokia', 'lumia4401'),{'model': 'lumia4401', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '0', 'company': 'Nokia', 'price': '26859', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '6'}
('Nokia', 'hero2916'),{'model': 'hero2916', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '3', 'company': 'Nokia', 'price': '31506', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '16'}
('Nokia', 'lumia1687'),{'model': 'lumia1687', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '3', 'company': 'Nokia', 'price': '38459', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '25'}
('Nokia', 'hero1703'),{'model': 'hero1703', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Nokia', 'price': '1243', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '19'}
('Nokia', 'hero2300'),{'model': 'hero2300', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Nokia', 'price': '10303', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('Nokia', 'lumia1512'),{'model': 'lumia1512', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Nokia', 'price': '26508', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '14'}
('Nokia', 'hero2274'),{'model': 'hero2274', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '0', 'company': 'Nokia', 'price': '14443', 'thickness': '26', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '16'}
('Nokia', 'hero1645'),{'model': 'hero1645', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '4', 'company': 'Nokia', 'price': '33315', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('Nokia', 'N2361'),{'model': 'N2361', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Nokia', 'price': '6818', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '7'}
('Nokia', 'hero1149'),{'model': 'hero1149', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '3', 'company': 'Nokia', 'price': '36803', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '18'}
('Nokia', 'blackberry4238'),{'model': 'blackberry4238', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'Nokia', 'price': '38657', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '14'}
('Nokia', 'N427'),{'model': 'N427', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '2', 'company': 'Nokia', 'price': '22126', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '15'}
('Nokia', 'hero1660'),{'model': 'hero1660', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '1', 'company': 'Nokia', 'price': '18172', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '8'}
('Nokia', 'hero508'),{'model': 'hero508', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Nokia', 'price': '13745', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '19'}
('Nokia', 'lumia1377'),{'model': 'lumia1377', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '0', 'company': 'Nokia', 'price': '32530', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '24'}
('Nokia', 'lumia2799'),{'model': 'lumia2799', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Nokia', 'price': '14019', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '12'}
('Nokia', 'lumia1769'),{'model': 'lumia1769', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Nokia', 'price': '28118', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '13'}
('Nokia', 'N306'),{'model': 'N306', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '0', 'company': 'Nokia', 'price': '25520', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '14'}
