('SonyEricsson', 'hero122'),{'model': 'hero122', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '19036', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('SonyEricsson', 'lumia2892'),{'model': 'lumia2892', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '9133', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '24'}
('SonyEricsson', 'hero3267'),{'model': 'hero3267', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '34512', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('SonyEricsson', 'hero2491'),{'model': 'hero2491', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '36055', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '18'}
('SonyEricsson', 'hero1457'),{'model': 'hero1457', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '4120', 'thickness': '26', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '14'}
('SonyEricsson', 'N3849'),{'model': 'N3849', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '34324', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '29'}
('SonyEricsson', 'hero2052'),{'model': 'hero2052', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '23528', 'thickness': '24', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '6'}
('SonyEricsson', 'blackberry3207'),{'model': 'blackberry3207', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '1665', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('SonyEricsson', 'blackberry643'),{'model': 'blackberry643', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '18887', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '10'}
('SonyEricsson', 'lumia2381'),{'model': 'lumia2381', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '18780', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '26'}
('SonyEricsson', 'hero362'),{'model': 'hero362', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '25659', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '23'}
('SonyEricsson', 'N4320'),{'model': 'N4320', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '5241', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '29'}
('SonyEricsson', 'hero937'),{'model': 'hero937', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '32849', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '24'}
('SonyEricsson', 'hero1872'),{'model': 'hero1872', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '4336', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '20'}
('SonyEricsson', 'hero1736'),{'model': 'hero1736', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '8326', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '24'}
('SonyEricsson', 'hero126'),{'model': 'hero126', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '23554', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '25'}
('SonyEricsson', 'N3989'),{'model': 'N3989', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '5492', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '11'}
('SonyEricsson', 'hero719'),{'model': 'hero719', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '33408', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '13'}
('SonyEricsson', 'blackberry3403'),{'model': 'blackberry3403', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '22395', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '13'}
('SonyEricsson', 'lumia3995'),{'model': 'lumia3995', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '18426', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '9'}
('SonyEricsson', 'N4347'),{'model': 'N4347', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '16059', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '23'}
('SonyEricsson', 'N2258'),{'model': 'N2258', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '35257', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '22'}
('SonyEricsson', 'blackberry1406'),{'model': 'blackberry1406', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '27066', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '13'}
('SonyEricsson', 'N805'),{'model': 'N805', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '28391', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '18'}
('SonyEricsson', 'hero495'),{'model': 'hero495', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '3020', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '12'}
('SonyEricsson', 'N1326'),{'model': 'N1326', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '21248', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '7'}
('SonyEricsson', 'lumia4508'),{'model': 'lumia4508', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '9322', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '18'}
('SonyEricsson', 'blackberry2159'),{'model': 'blackberry2159', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '5307', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '11'}
('SonyEricsson', 'N3400'),{'model': 'N3400', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '15767', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '23'}
('SonyEricsson', 'N1808'),{'model': 'N1808', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '4969', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '26'}
('SonyEricsson', 'lumia3763'),{'model': 'lumia3763', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '26181', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('SonyEricsson', 'hero3720'),{'model': 'hero3720', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '10916', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '14'}
('SonyEricsson', 'lumia4040'),{'model': 'lumia4040', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '10143', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('SonyEricsson', 'blackberry2232'),{'model': 'blackberry2232', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '1281', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '15'}
('SonyEricsson', 'lumia3352'),{'model': 'lumia3352', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '27672', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '16'}
('SonyEricsson', 'hero2774'),{'model': 'hero2774', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '27800', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '26'}
('SonyEricsson', 'N306'),{'model': 'N306', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '28897', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '12'}
('SonyEricsson', 'blackberry1844'),{'model': 'blackberry1844', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '35330', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '18'}
('SonyEricsson', 'N4074'),{'model': 'N4074', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '20562', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '26'}
('SonyEricsson', 'hero3289'),{'model': 'hero3289', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '26984', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '23'}
('SonyEricsson', 'hero3516'),{'model': 'hero3516', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '13443', 'thickness': '19', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '25'}
('SonyEricsson', 'lumia489'),{'model': 'lumia489', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '25232', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '9'}
('SonyEricsson', 'hero1435'),{'model': 'hero1435', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '16780', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '28'}
('SonyEricsson', 'lumia1670'),{'model': 'lumia1670', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '24288', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '10'}
('SonyEricsson', 'hero322'),{'model': 'hero322', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '4995', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '25'}
('SonyEricsson', 'hero2911'),{'model': 'hero2911', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '36261', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '5'}
('SonyEricsson', 'lumia270'),{'model': 'lumia270', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '14301', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '14'}
('SonyEricsson', 'hero548'),{'model': 'hero548', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '3038', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '9'}
('SonyEricsson', 'lumia962'),{'model': 'lumia962', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '17859', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('SonyEricsson', 'hero2129'),{'model': 'hero2129', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '25984', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '14'}
('SonyEricsson', 'hero3708'),{'model': 'hero3708', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '21890', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '12'}
('SonyEricsson', 'hero2138'),{'model': 'hero2138', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '16485', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '7'}
('SonyEricsson', 'blackberry2749'),{'model': 'blackberry2749', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '4404', 'thickness': '20', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '9'}
('SonyEricsson', 'lumia2701'),{'model': 'lumia2701', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '14708', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '18'}
('SonyEricsson', 'hero2170'),{'model': 'hero2170', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '24147', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '25'}
('SonyEricsson', 'lumia801'),{'model': 'lumia801', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '35254', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '30'}
('SonyEricsson', 'hero763'),{'model': 'hero763', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '30825', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '15'}
('SonyEricsson', 'hero757'),{'model': 'hero757', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '35652', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '13'}
('SonyEricsson', 'hero2821'),{'model': 'hero2821', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '13384', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '16'}
('SonyEricsson', 'hero3371'),{'model': 'hero3371', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '19983', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('SonyEricsson', 'lumia2075'),{'model': 'lumia2075', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '25785', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '10'}
('SonyEricsson', 'N1234'),{'model': 'N1234', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '2548', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '22'}
('SonyEricsson', 'hero2586'),{'model': 'hero2586', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '31262', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '20'}
('SonyEricsson', 'N282'),{'model': 'N282', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '39318', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '17'}
('SonyEricsson', 'blackberry4339'),{'model': 'blackberry4339', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '17297', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '21'}
('SonyEricsson', 'blackberry117'),{'model': 'blackberry117', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '28500', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '5'}
('SonyEricsson', 'hero526'),{'model': 'hero526', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '30877', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('SonyEricsson', 'hero3185'),{'model': 'hero3185', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '30805', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('SonyEricsson', 'N3564'),{'model': 'N3564', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '7354', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '27'}
('SonyEricsson', 'hero4571'),{'model': 'hero4571', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '22186', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '15'}
('SonyEricsson', 'hero1435'),{'model': 'hero1435', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '7646', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '15'}
('SonyEricsson', 'lumia4190'),{'model': 'lumia4190', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '33808', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '30'}
('SonyEricsson', 'hero3770'),{'model': 'hero3770', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '39666', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '26'}
('SonyEricsson', 'lumia2842'),{'model': 'lumia2842', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '11013', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('SonyEricsson', 'blackberry2302'),{'model': 'blackberry2302', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '16036', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '19'}
('SonyEricsson', 'blackberry4294'),{'model': 'blackberry4294', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '25764', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('SonyEricsson', 'hero3564'),{'model': 'hero3564', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '27203', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '28'}
('SonyEricsson', 'blackberry4351'),{'model': 'blackberry4351', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '15966', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '7'}
('SonyEricsson', 'blackberry1392'),{'model': 'blackberry1392', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '7354', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('SonyEricsson', 'hero1591'),{'model': 'hero1591', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '22986', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '9'}
('SonyEricsson', 'blackberry4429'),{'model': 'blackberry4429', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '23278', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('SonyEricsson', 'N3276'),{'model': 'N3276', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '33598', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '8'}
('SonyEricsson', 'blackberry1423'),{'model': 'blackberry1423', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '15234', 'thickness': '24', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '5'}
