{'rearcamera': '3', 'price': '15299', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '20', 'model': 'lumia4004', 'thickness': '18', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '23319', 'talktime': '11', 'operatingsystem': 'symbian', 'frontcamera': '12', 'model': 'N1712', 'thickness': '28', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '3', 'price': '38969', 'talktime': '10', 'operatingsystem': 'bada', 'frontcamera': '16', 'model': 'hero3807', 'thickness': '19', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '2', 'price': '35097', 'talktime': '23', 'operatingsystem': 'android', 'frontcamera': '18', 'model': 'blackberry4377', 'thickness': '20', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '30198', 'talktime': '8', 'operatingsystem': 'android', 'frontcamera': '7', 'model': 'hero235', 'thickness': '27', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '6709', 'talktime': '27', 'operatingsystem': 'bada', 'frontcamera': '7', 'model': 'blackberry4317', 'thickness': '29', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '2', 'price': '10747', 'talktime': '22', 'operatingsystem': 'blackberry', 'frontcamera': '5', 'model': 'hero836', 'thickness': '20', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '10332', 'talktime': '18', 'operatingsystem': 'blackberry', 'frontcamera': '19', 'model': 'blackberry761', 'thickness': '14', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '2054', 'talktime': '19', 'operatingsystem': 'blackberry', 'frontcamera': '20', 'model': 'lumia3504', 'thickness': '21', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '38524', 'talktime': '18', 'operatingsystem': 'bada', 'frontcamera': '7', 'model': 'hero1163', 'thickness': '28', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '27120', 'talktime': '12', 'operatingsystem': 'blackberry', 'frontcamera': '1', 'model': 'N976', 'thickness': '10', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '8419', 'talktime': '11', 'operatingsystem': 's40', 'frontcamera': '12', 'model': 'hero2015', 'thickness': '28', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '4', 'price': '37733', 'talktime': '15', 'operatingsystem': 'blackberry', 'frontcamera': '18', 'model': 'hero283', 'thickness': '22', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '13821', 'talktime': '9', 'operatingsystem': 'blackberry', 'frontcamera': '18', 'model': 'lumia3112', 'thickness': '25', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '26183', 'talktime': '21', 'operatingsystem': 'blackberry', 'frontcamera': '10', 'model': 'lumia322', 'thickness': '26', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '32427', 'talktime': '20', 'operatingsystem': 'android', 'frontcamera': '14', 'model': 'N2601', 'thickness': '24', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '5318', 'talktime': '20', 'operatingsystem': 'bada', 'frontcamera': '8', 'model': 'hero691', 'thickness': '24', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '2', 'price': '21565', 'talktime': '13', 'operatingsystem': 'bada', 'frontcamera': '18', 'model': 'blackberry3043', 'thickness': '17', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '32589', 'talktime': '14', 'operatingsystem': 'bada', 'frontcamera': '7', 'model': 'hero1803', 'thickness': '30', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '2', 'price': '24256', 'talktime': '22', 'operatingsystem': 's40', 'frontcamera': '16', 'model': 'hero1640', 'thickness': '16', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '12651', 'talktime': '9', 'operatingsystem': 'windows', 'frontcamera': '19', 'model': 'lumia4303', 'thickness': '15', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '15351', 'talktime': '16', 'operatingsystem': 'symbian', 'frontcamera': '7', 'model': 'hero193', 'thickness': '19', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '13002', 'talktime': '19', 'operatingsystem': 'windows', 'frontcamera': '19', 'model': 'hero1793', 'thickness': '29', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '13622', 'talktime': '28', 'operatingsystem': 's40', 'frontcamera': '4', 'model': 'hero468', 'thickness': '26', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '5', 'price': '24122', 'talktime': '6', 'operatingsystem': 'symbian', 'frontcamera': '13', 'model': 'blackberry931', 'thickness': '10', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '1493', 'talktime': '23', 'operatingsystem': 'bada', 'frontcamera': '14', 'model': 'lumia1598', 'thickness': '17', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '38383', 'talktime': '18', 'operatingsystem': 'windows', 'frontcamera': '1', 'model': 'N4036', 'thickness': '10', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '3', 'price': '21911', 'talktime': '18', 'operatingsystem': 'windows', 'frontcamera': '18', 'model': 'lumia3218', 'thickness': '25', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '13911', 'talktime': '12', 'operatingsystem': 'symbian', 'frontcamera': '0', 'model': 'N4305', 'thickness': '17', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '30761', 'talktime': '20', 'operatingsystem': 'windows', 'frontcamera': '16', 'model': 'lumia1601', 'thickness': '14', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '2', 'price': '26383', 'talktime': '19', 'operatingsystem': 'blackberry', 'frontcamera': '18', 'model': 'lumia2528', 'thickness': '18', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '2', 'price': '21337', 'talktime': '13', 'operatingsystem': 'bada', 'frontcamera': '14', 'model': 'hero2541', 'thickness': '13', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '36231', 'talktime': '9', 'operatingsystem': 's40', 'frontcamera': '7', 'model': 'blackberry3300', 'thickness': '13', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '27471', 'talktime': '25', 'operatingsystem': 'blackberry', 'frontcamera': '12', 'model': 'blackberry3944', 'thickness': '21', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '16249', 'talktime': '18', 'operatingsystem': 's40', 'frontcamera': '2', 'model': 'hero3725', 'thickness': '11', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '9308', 'talktime': '24', 'operatingsystem': 'blackberry', 'frontcamera': '13', 'model': 'hero2461', 'thickness': '19', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '27076', 'talktime': '13', 'operatingsystem': 'blackberry', 'frontcamera': '20', 'model': 'lumia198', 'thickness': '26', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '3', 'price': '39199', 'talktime': '17', 'operatingsystem': 'windows', 'frontcamera': '5', 'model': 'blackberry1464', 'thickness': '21', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '4792', 'talktime': '9', 'operatingsystem': 'symbian', 'frontcamera': '7', 'model': 'lumia1298', 'thickness': '19', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '1', 'price': '25999', 'talktime': '27', 'operatingsystem': 's40', 'frontcamera': '20', 'model': 'blackberry2070', 'thickness': '28', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '0', 'price': '17697', 'talktime': '27', 'operatingsystem': 'blackberry', 'frontcamera': '19', 'model': 'N496', 'thickness': '26', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '15618', 'talktime': '18', 'operatingsystem': 's40', 'frontcamera': '14', 'model': 'blackberry4513', 'thickness': '19', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '5', 'price': '22210', 'talktime': '21', 'operatingsystem': 'android', 'frontcamera': '0', 'model': 'lumia3682', 'thickness': '24', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '21065', 'talktime': '6', 'operatingsystem': 'bada', 'frontcamera': '0', 'model': 'blackberry1148', 'thickness': '14', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '5', 'price': '37350', 'talktime': '13', 'operatingsystem': 'windows', 'frontcamera': '6', 'model': 'blackberry505', 'thickness': '18', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '16513', 'talktime': '14', 'operatingsystem': 'bada', 'frontcamera': '2', 'model': 'blackberry1661', 'thickness': '12', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '21220', 'talktime': '16', 'operatingsystem': 'windows', 'frontcamera': '20', 'model': 'hero4010', 'thickness': '19', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '39268', 'talktime': '6', 'operatingsystem': 'android', 'frontcamera': '20', 'model': 'lumia590', 'thickness': '12', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '4', 'price': '16837', 'talktime': '29', 'operatingsystem': 'blackberry', 'frontcamera': '11', 'model': 'hero2423', 'thickness': '24', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '3', 'price': '7238', 'talktime': '30', 'operatingsystem': 'bada', 'frontcamera': '9', 'model': 'blackberry2306', 'thickness': '23', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '11895', 'talktime': '26', 'operatingsystem': 'bada', 'frontcamera': '12', 'model': 'blackberry1902', 'thickness': '29', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '29657', 'talktime': '16', 'operatingsystem': 'windows', 'frontcamera': '3', 'model': 'lumia3476', 'thickness': '27', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '4', 'price': '8728', 'talktime': '5', 'operatingsystem': 'symbian', 'frontcamera': '2', 'model': 'lumia1364', 'thickness': '23', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '27313', 'talktime': '20', 'operatingsystem': 'blackberry', 'frontcamera': '3', 'model': 'blackberry3992', 'thickness': '15', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '2901', 'talktime': '27', 'operatingsystem': 's40', 'frontcamera': '13', 'model': 'hero1266', 'thickness': '14', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '39470', 'talktime': '20', 'operatingsystem': 'symbian', 'frontcamera': '7', 'model': 'N229', 'thickness': '22', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '3', 'price': '30044', 'talktime': '10', 'operatingsystem': 'blackberry', 'frontcamera': '2', 'model': 'hero1072', 'thickness': '29', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '21722', 'talktime': '18', 'operatingsystem': 'windows', 'frontcamera': '7', 'model': 'lumia1446', 'thickness': '26', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '28986', 'talktime': '18', 'operatingsystem': 'windows', 'frontcamera': '5', 'model': 'lumia1339', 'thickness': '21', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '4069', 'talktime': '24', 'operatingsystem': 'symbian', 'frontcamera': '12', 'model': 'hero857', 'thickness': '21', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '1177', 'talktime': '9', 'operatingsystem': 'android', 'frontcamera': '0', 'model': 'N1642', 'thickness': '11', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '18955', 'talktime': '11', 'operatingsystem': 's40', 'frontcamera': '10', 'model': 'N2368', 'thickness': '13', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '21214', 'talktime': '24', 'operatingsystem': 'symbian', 'frontcamera': '11', 'model': 'lumia3024', 'thickness': '25', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '4812', 'talktime': '5', 'operatingsystem': 'bada', 'frontcamera': '13', 'model': 'N1359', 'thickness': '28', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '2', 'price': '26782', 'talktime': '7', 'operatingsystem': 'android', 'frontcamera': '14', 'model': 'hero4410', 'thickness': '20', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '11913', 'talktime': '13', 'operatingsystem': 'android', 'frontcamera': '17', 'model': 'hero4017', 'thickness': '21', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '4', 'price': '11319', 'talktime': '22', 'operatingsystem': 'bada', 'frontcamera': '20', 'model': 'hero637', 'thickness': '12', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '35092', 'talktime': '30', 'operatingsystem': 'android', 'frontcamera': '20', 'model': 'hero793', 'thickness': '29', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '35789', 'talktime': '11', 'operatingsystem': 'blackberry', 'frontcamera': '5', 'model': 'hero1036', 'thickness': '24', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '1895', 'talktime': '30', 'operatingsystem': 'android', 'frontcamera': '14', 'model': 'lumia3793', 'thickness': '16', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '3746', 'talktime': '17', 'operatingsystem': 's40', 'frontcamera': '3', 'model': 'lumia1438', 'thickness': '30', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '32762', 'talktime': '13', 'operatingsystem': 'android', 'frontcamera': '14', 'model': 'blackberry1049', 'thickness': '26', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '10694', 'talktime': '30', 'operatingsystem': 'blackberry', 'frontcamera': '8', 'model': 'lumia251', 'thickness': '20', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '4122', 'talktime': '8', 'operatingsystem': 'android', 'frontcamera': '14', 'model': 'hero2190', 'thickness': '13', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '3', 'price': '29558', 'talktime': '11', 'operatingsystem': 'blackberry', 'frontcamera': '14', 'model': 'hero2130', 'thickness': '19', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '34684', 'talktime': '6', 'operatingsystem': 'windows', 'frontcamera': '0', 'model': 'hero4352', 'thickness': '30', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '0', 'price': '13332', 'talktime': '26', 'operatingsystem': 's40', 'frontcamera': '9', 'model': 'N322', 'thickness': '18', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '4', 'price': '22338', 'talktime': '15', 'operatingsystem': 'windows', 'frontcamera': '5', 'model': 'lumia2711', 'thickness': '22', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '36260', 'talktime': '26', 'operatingsystem': 'bada', 'frontcamera': '10', 'model': 'hero3846', 'thickness': '10', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '12981', 'talktime': '22', 'operatingsystem': 'android', 'frontcamera': '10', 'model': 'blackberry155', 'thickness': '25', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '4', 'price': '37133', 'talktime': '19', 'operatingsystem': 's40', 'frontcamera': '4', 'model': 'hero466', 'thickness': '13', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '3', 'price': '7825', 'talktime': '22', 'operatingsystem': 'blackberry', 'frontcamera': '6', 'model': 'lumia4163', 'thickness': '16', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '25303', 'talktime': '17', 'operatingsystem': 'windows', 'frontcamera': '0', 'model': 'N2358', 'thickness': '19', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '2', 'price': '11515', 'talktime': '9', 'operatingsystem': 'blackberry', 'frontcamera': '7', 'model': 'N4412', 'thickness': '27', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '26370', 'talktime': '10', 'operatingsystem': 'bada', 'frontcamera': '20', 'model': 'hero4356', 'thickness': '18', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '31661', 'talktime': '5', 'operatingsystem': 's40', 'frontcamera': '7', 'model': 'lumia2617', 'thickness': '19', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '36931', 'talktime': '20', 'operatingsystem': 's40', 'frontcamera': '8', 'model': 'blackberry1141', 'thickness': '12', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '0', 'price': '5464', 'talktime': '17', 'operatingsystem': 's40', 'frontcamera': '18', 'model': 'hero2318', 'thickness': '19', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '8229', 'talktime': '6', 'operatingsystem': 'symbian', 'frontcamera': '5', 'model': 'N374', 'thickness': '20', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '2', 'price': '13538', 'talktime': '17', 'operatingsystem': 'symbian', 'frontcamera': '4', 'model': 'blackberry793', 'thickness': '13', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '4', 'price': '14218', 'talktime': '12', 'operatingsystem': 'bada', 'frontcamera': '0', 'model': 'N2143', 'thickness': '30', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '28968', 'talktime': '12', 'operatingsystem': 'symbian', 'frontcamera': '15', 'model': 'N2188', 'thickness': '20', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '3208', 'talktime': '25', 'operatingsystem': 'blackberry', 'frontcamera': '13', 'model': 'hero2066', 'thickness': '12', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '27539', 'talktime': '12', 'operatingsystem': 'bada', 'frontcamera': '8', 'model': 'hero2720', 'thickness': '15', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '4', 'price': '10976', 'talktime': '19', 'operatingsystem': 's40', 'frontcamera': '10', 'model': 'hero1529', 'thickness': '26', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '4', 'price': '22729', 'talktime': '18', 'operatingsystem': 'blackberry', 'frontcamera': '9', 'model': 'blackberry4081', 'thickness': '27', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '17898', 'talktime': '17', 'operatingsystem': 'blackberry', 'frontcamera': '12', 'model': 'blackberry245', 'thickness': '13', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
