Loudspeaker	GPRS	WLAN	Dimensions	Price group	2G Network	Battery life	Multitouch	Camera	Audio quality	Stand-by	GPU	Java	Type	CPU	SIM	USB	Status	Company	Chipset	Protection	Announced	Video	Sensors	GPS	Secondary	Card slot	EDGE	Talk time	4G Network	jack	Messaging	Display	Browser	Alert types	Weight	Speed	Image	Primary	3G Network	Bluetooth	Colors	Internal	Radio	Music play	OS	Brand	Size	segment
Yes	Yes	No	110 x 46 x 14.5 mm, 63 cc (4.33 x 1.81 x 0.57 in)	40	GSM 900 / 1800 - SIM 1 & SIM 2	No	No	No	No	636	No	Yes	TFT, 65K colors	No	Dual SIM (Mini-SIM)	&nbsp;	Available. Released 2012, June	Nokia	No	No	2012, May	Yes, 176x144@15fps	No	No	No	microSD, up to 32 GB	Yes	10	No	Yes	SMS(threaded view), MMS, Email, IM	No	WAP 1.1	Vibration; Polyphonic	80 g (2.82 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-110.jpg	VGA, 640x480 pixels	No	Yes, v2.1 with EDR	Black, Magenta, Lime Green, Cyan	10 MB	Stereo FM radio with RDS, FM recording	Up to 27 h	No	110	128 x 160 pixels, 1.8 inches (~114 ppi pixel density)	low_end
Yes	Class 10 (4+1/3+2 slots), 32 - 48 kbps	Wi-Fi 802.11 b/g/n	119 x 62 x 12 mm, 77.6 cc (4.69 x 2.44 x 0.47 in)	230	GSM 850 / 900 / 1800 / 1900 	No	Yes	No	No	670	Adreno 200	No	TFT capacitive touchscreen, 65K colors	800 MHz ARM Cortex-A5	Micro-SIM	Yes, microUSB v2.0	Available. Released 2012, September	Nokia	Qualcomm MSM7227A Snapdragon	Corning Gorilla Glass	2012, April	Yes, VGA@30fps	Accelerometer, proximity, compass	Yes, with A-GPS support	No	No	Class 10, 236.8 kbps	10	No	Yes	SMS (threaded view), MMS, Email, Push Email, IM	No	HTML5	Vibration; MP3, WAV ringtones	135 g (4.62 oz)	HSDPA, 7.2 Mbps; HSUPA, 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-lumia-610-nfc.jpg	5 MP, 2592&#1093;1944 pixels, autofocus, LED flash	HSDPA 850 / 900 / 1900 / 2100 	Yes, v2.1 with A2DP, EDR	Black, white	8 GB storage, 256 MB RAM	Stereo FM radio with RDS	Up to 35 h	Microsoft Windows Phone 7.5 Mango	Lumia 610 NFC	480 x 800 pixels, 3.7 inches (~252 ppi pixel density)	mid_range
Yes	No	No	107.2 x 45.1 x 15.3 mm (4.22 x 1.78 x 0.60 in)	10	GSM 900 / 1800 	No	No	No	No	648	No	No	Monochrome graphic	No	Mini-SIM	No	Available. Released 2012, Q4	Nokia	No	No	2012, April	No	No	No	No	No	No	11	No	Yes	SMS	No	No	Vibration; Polyphonic(32)	76.6 g (2.68 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-103.jpg	No	No	No	Blue/Orange	No	Stereo FM radio	No	No	103	96 x 68 pixels, 1.36 inches (~87 ppi pixel density)	low_end
Voice 71dB / Noise 64dB / Ring 78dB	Class 33	Wi-Fi 802.11 b/g/n, DLNA, UPnP technology	123.9 x 60.2 x 13.9 mm, 95.5 cc (4.88 x 2.37 x 0.55 in)	300	GSM 850 / 900 / 1800 / 1900 	Endurance rating 34h	Yes	Photo	Noise -89.7dB / Crosstalk -89.0dB	465	Broadcom BCM2763	Yes, MIDP 2.1	AMOLED capacitive touchscreen, 16M colors	1.3 GHz ARM 11	Micro-SIM	Yes, microUSB v2.0, USB On-the-go	Available. Released 2012, June	Nokia	No	Corning Gorilla Glass	2012, February	Yes	Accelerometer, proximity, compass	Yes, with A-GPS support	Yes, VGA; VGA@30fps video recording	microSD, up to 32 GB	Class 33	11	No	Yes	SMS (threaded view), MMS, Email, Push Email, IM	Contrast ratio: Infinite (nominal) / 4.698:1 (sunlight)	HTML5, Adobe Flash Lite	Vibration; MP3, WAV ringtones	169 g (5.96 oz)	HSDPA 14.4 Mbps, HSUPA 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-808-pureview.jpg	41 MP (38 MP effective	HSDPA 850 / 900 / 1700 / 1900 / 2100 	Yes, v3.0 with A2DP	Black, White, Red	16 GB storage, 1 GB ROM, 512 MB RAM	Stereo FM radio with RDS; FM transmitter	No	Nokia Belle OS	808 PureView	360 x 640 pixels, 4.0 inches (~184 ppi pixel density)	high_end
Yes	Yes	Wi-Fi 802.11 b/g/n	116.5 x 61.2 x 12.1 mm, 76 cc (4.59 x 2.41 x 0.48 in)	440	CDMA 800 / 1900 	No	Yes	No	No	210	Adreno 205	No	AMOLED capacitive touchscreen, 16M colors	1.4 GHz Scorpion	Micro-SIM	Yes, microUSB v2.0	Available. Released 2012, September	Nokia	Qualcomm MSM8655T Snapdragon	No	2012, March	Yes, 720p@30fps	Accelerometer, proximity, compass	Yes, with A-GPS support	No	No	Yes	9	No	Yes	SMS (threaded view), MMS, Email, Push Email, IM	No	WAP 2.0/xHTML, HTML5, RSS feeds	Vibration; MP3, WAV ringtones	142 g (5.01 oz)	EV-DO Rev. A, up to 3.1 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-800c.jpg	8 MP, 3264x2448 pixels, Carl Zeiss optics, autofocus, dual-LED flash	CDMA2000 1xEV-DO 	Yes, v2.1 with A2DP, EDR	Black, Cyan	16 GB storage, 512 MB RAM	Stereo FM radio with RDS	Up to 55 h	Microsoft Windows Phone 7.5 Mango	800c	480 x 800 pixels, 3.7 inches (~252 ppi pixel density)	high_end
Voice 70dB / Noise 65dB / Ring 75dB	Class 10 (4+1/3+2 slots), 32 - 48 kbps	Wi-Fi 802.11 b/g/n	119 x 62 x 12 mm, 77.6 cc (4.69 x 2.44 x 0.47 in)	120	GSM 850 / 900 / 1800 / 1900 	Endurance rating 43h	Yes	Photo	Noise -84.6dB / Crosstalk -85.7dB	670	Adreno 200	No	TFT capacitive touchscreen, 65K colors	800 MHz ARM Cortex-A5	Micro-SIM	Yes, microUSB v2.0	Available. Released 2012, April	Nokia	Qualcomm MSM7227A Snapdragon	No	2012, February	Yes, VGA@30fps	Accelerometer, proximity, compass	Yes, with A-GPS support	No	No	Class 10, 236.8 kbps	10	No	Yes	SMS (threaded view), MMS, Email, Push Email, IM	Contrast ratio: 746:1 (nominal) / 1.432:1 (sunlight)	HTML5	Vibration; MP3, WAV ringtones	131.5 g (4.62 oz)	HSDPA, 7.2 Mbps; HSUPA, 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-lumia-610.jpg	5 MP	HSDPA 850 / 900 / 1900 / 2100 	Yes, v2.1 with A2DP, EDR	White, Cyan, Magenta, Black	8 GB storage, 256 MB RAM	Stereo FM radio with RDS	Up to 35 h	Microsoft Windows Phone 7.5 Mango	Lumia 610	480 x 800 pixels, 3.7 inches (~252 ppi pixel density)	mid_range
Voice 77dB / Noise 75dB / Ring 83dB	Class 33	Wi-Fi 802.11 b/g/n	115.2 x 58.9 x 13.5 mm, 77 cc (4.54 x 2.32 x 0.53 in)	90	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -87.5dB / Crosstalk -88.3dB	707	No	Yes, MIDP 2.0	TFT, 256K colors	1 GHz	Mini-SIM	Yes, microUSB v2.0, USB On-the-go	Available. Released 2012, March	Nokia	No	No	2012, February	Yes, VGA@15fps	No	No	No	microSD, up to 32 GB	Class 33	9	No	Yes	SMS, MMS, Email, Push Email, IM	Contrast ratio: 602 (nominal) / 1.537:1 (sunlight)	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, MP3 ringtones	106 g (3.74 oz)	HSDPA 14.4 Mbps, HSUPA 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-asha-302-ofic.jpg	3.15 MP	HSDPA 850 / 900 / 1700 / 1900 / 2100 	Yes, v2.1 with A2DP, EDR	Dark Grey, Mid Blue, Plum Red, White, Golden Light	100 MB storage, 256 MB ROM, 128 MB RAM	Stereo FM radio with RDS	Up to 50 h	No	Asha 302	320 x 240 pixels, 2.4 inches (~167 ppi pixel density)	low_end
Yes	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	114.8 x 49.8 x 13.9 mm, 91.5 cc (4.52 x 1.96 x 0.55 in)	110	GSM 900 / 1800 - RM-833	No	No	No	No	650	No	Yes, MIDP 2.1	TFT resistive touchscreen	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2012, May	Nokia	No	No	2012, February	Yes, 176x144@15fps	No	No	No	microSD, up to 32 GB	Class 12	5	No	Yes	SMS, MMS, Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, MP3 ringtones	90 g (3.17 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-asha-203.jpg	2 MP, 1600x1200 pixels	No	Yes, v2.1 with A2DP, EDR	 Dark Red, Dark Grey, Silver White	10 MB, 32 MB ROM, 16 MB RAM	Stereo FM radio with RDS, FM recording	Up to 25 h	No	Asha 203	240 x 320 pixels, 2.4 inches (~167 ppi pixel density)	mid_range
Yes	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	114.8 x 49.8 x 13.9 mm, 91.5 cc (4.52 x 1.96 x 0.55 in)	70	GSM 900 / 1800 - SIM 1 & SIM 2	No	No	No	No	400	No	Yes, MIDP 2.1	TFT resistive touchscreen	No	Dual SIM (Mini-SIM)	Yes, microUSB v2.0	Available. Released 2012, June	Nokia	No	No	2012, February	Yes, 176x144@15fps	No	No	No	microSD, up to 32 GB	Class 12	5	No	Yes	SMS, MMS, Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, MP3 ringtones	90 g (3.17 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-asha-202.jpg	2 MP, 1600x1200 pixels	No	Yes, v2.1 with EDR	Dark Red, Black, Silver White, Dark Grey, Golden White	10 MB, 32 MB ROM, 16 MB RAM	Stereo FM radio with RDS, FM recording	Up to 25 h	No	Asha 202	240 x 320 pixels, 2.4 inches (~167 ppi pixel density)	low_end
Voice 70dB / Noise 68dB / Ring 75dB	Class 33	Wi-Fi 802.11 b/g/n	127.8 x 68.5 x 11.5 mm, 90 cc (5.03 x 2.70 x 0.45 in)	190	GSM 850 / 900 / 1800 / 1900 	Endurance rating 38h	Yes	Photo	No	300	Adreno 205	No	AMOLED capacitive touchscreen, 16M colors	1.4 GHz Scorpion	Micro-SIM	Yes, microUSB v2.0	Available. Released 2012, May	Nokia	Qualcomm APQ8055 Snapdragon	Corning Gorilla Glass	2012, February	Yes	Accelerometer, gyro, proximity, compass	Yes, with A-GPS support and GLONASS	Yes, 1 MP, VGA@15fps	No	Class 33	7	No	Yes	SMS (threaded view), MMS, Email, Push Email, IM	Contrast ratio: Infinite (nominal) / 2.562:1 (sunlight)	HTML5	Vibration; MP3, WAV ringtones	160 g (5.64 oz)	HSDPA, 42 Mbps; HSUPA, 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-lumia-900-white.jpg	8 MP	HSDPA 850 / 900 / 1900 / 2100 	Yes, v2.1 with A2DP, EDR	Black, cyan, white, magenta	16GB storage, 512 MB RAM	Stereo FM radio with RDS	Up to 60 h	Microsoft Windows Phone 7.5 Mango	Lumia 900	480 x 800 pixels, 4.3 inches (~217 ppi pixel density)	mid_range
Yes	Class 33	Wi-Fi 802.11 b/g/n	127.8 x 68.5 x 11.5 mm, 90 cc (5.03 x 2.70 x 0.45 in)	200	GSM 850 / 900 / 1800 / 1900 	Endurance rating 29h	Yes	No	No	300	Adreno 205	No	AMOLED capacitive touchscreen, 16M colors	1.4 GHz Scorpion	Micro-SIM	Yes, microUSB v2.0	Available. Released 2012, April	Nokia	Qualcomm APQ8055 Snapdragon	Corning Gorilla Glass	2012, January	Yes, 720p@30fps, video stabilization	Accelerometer, gyro, proximity, compass	Yes, with A-GPS support	Yes, 1.3 MP, VGA@30fps	No	Class 33	7	LTE 700 MHz Class 17 / 1700 / 2100 	Yes	SMS (threaded view), MMS, Email, Push Email, IM	No	HTML5	Vibration; MP3, WAV ringtones	160 g (5.64 oz)	HSDPA, 21 Mbps; HSUPA, 5.76 Mbps, LTE, Cat3, 50 Mbps DL, 25 Mbps UL	http://cdn2.gsmarena.com/vv/thumb/nokia-lumia-900-black.jpg	8 MP, 3264x2448 pixels, Carl Zeiss optics, autofocus, dual-LED flash	HSDPA 850 / 1900 / 2100 	Yes, v2.1 with A2DP, EDR	Matte black, cyan, pink	16GB storage, 512 MB RAM	Stereo FM radio with RDS	Up to 60 h	Microsoft Windows Phone 7.5 Mango	Lumia 900 AT&T	480 x 800 pixels, 4.3 inches (~217 ppi pixel density)	mid_range
Yes	Yes	Wi-Fi 802.11 b/g/n	125.2 x 65 x 12.8 mm, 83.2 cc (4.93 x 2.56 x 0.50 in)	330	GSM 850 / 900 / 1800 / 1900 	No	Yes	No	No	400	No	Yes, MIDP 2.1	TFT capacitive touchscreen, 16M colors	680 MHz ARM 11	Mini-SIM	Yes, microUSB v2.0, USB On-the-go	Available. Released 2012, September	Nokia	Broadcom BCM2727	No	2011, December	Yes, 720p@30fps	Accelerometer, proximity, compass	Yes, with A-GPS support	Yes, VGA	microSD, up to 32 GB	Yes	5	No	Yes	SMS (threaded view), MMS, Email, Push Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; MP3, WAV ringtones	170 g (6.00 oz)	HSDPA 2.8 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-801t.jpg	8 MP, 3264x2448 pixels, fixed focus, dual-LED flash	 TD-SCDMA 1880-1920	Yes, v3.0 with A2DP	Black	8 GB, 256 MB RAM, 1 GB ROM	Stereo FM radio with RDS	Up to 65 h	Symbian Anna OS	801T	360 x 640 pixels, 4.0 inches (~184 ppi pixel density)	high_end
Voice 78dB / Noise 75dB / Ring 82dB	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	113 x 50 x 15 mm, 125.5 cc (4.45 x 1.97 x 0.59 in)	60	GSM 900 / 1800 - SIM 1 & SIM 2	No	No	No	Noise -89.1dB / Crosstalk -89.6dB	443	No	Yes, MIDP 2.1	TFT	No	Dual SIM (Mini-SIM)	Yes, microUSB v2.0	Available. Released 2012, January	Nokia	No	No	2011, December	Yes	No	No	No	microSD, up to 32 GB	Class 12	9	No	Yes	SMS, MMS, Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, MP3 ringtones	71 g (2.50 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-x2-02.jpg	2 MP, 1600x1200 pixels	No	Yes, v2.1 with A2DP, EDR	Bright Red, Dark Silver, Orange, Violet, Ocean Blue	10 MB, 64 MB ROM, 32 MB RAM	Stereo FM radio with RDS; built-in antenna, FM transmitter, FM recording	No	No	X2-02	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	low_end
Voice 60dB / Noise 59dB / Ring 61dB	Class 33	Wi-Fi 802.11 b/g/n	116.5 x 61.2 x 12.1 mm, 76.1 cc (4.59 x 2.41 x 0.48 in)	180	GSM 850 / 900 / 1800 / 1900 	Endurance rating 35h	Yes	Photo	Noise -87.3dB / Crosstalk -87.8dB	265	Adreno 205	No	AMOLED capacitive touchscreen, 16M colors	1.4 GHz Scorpion	Micro-SIM	Yes, microUSB v2.0	Available. Released 2011, November	Nokia	Qualcomm MSM8255 Snapdragon	Corning Gorilla Glass	2011, October	Yes	Accelerometer, proximity, compass	Yes, with A-GPS support	No	No	Class 33	13	No	Yes	SMS (threaded view), MMS, Email, Push Email, IM	Contrast ratio: Infinite (nominal)	WAP 2.0/xHTML, HTML5, RSS feeds	Vibration; MP3, WAV ringtones	142 g (5.01 oz)	HSDPA 14.4 Mbps, HSUPA 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-800-ofic.jpg	8 MP	HSDPA 850 / 900 / 1900 / 2100 - RM-819</br>HSDPA 850 / 1900 / 2100 - For Canada	Yes, v2.1 with A2DP, EDR	Black, Cyan, Magenta, White	16 GB storage, 512 MB RAM	Stereo FM radio with RDS	Up to 55 h	Microsoft Windows Phone 7.5 Mango, upgradable to v7.8	Lumia 800	480 x 800 pixels, 3.7 inches (~252 ppi pixel density)	mid_range
Yes	Class 33	Wi-Fi 802.11 b/g/n	119 x 62.4 x 12.5 mm, 81.1 cc (4.69 x 2.46 x 0.49 in)	170	GSM 850 / 900 / 1800 / 1900 	No	Yes	No	No	396	Adreno 205	No	TFT capacitive touchscreen, 16M colors	1.4 GHz Scorpion	Micro-SIM	Yes, microUSB v2.0	Available. Released 2012, January	Nokia	Qualcomm MSM8255 Snapdragon	Corning Gorilla Glass	2011, December	Yes, 720p@30fps	Accelerometer, proximity, compass	Yes, with A-GPS support	No	No	Class 33	7	No	Yes	SMS (threaded view), MMS, Email, Push Email, IM	No	WAP 2.0/xHTML, HTML5, RSS feeds	Vibration; MP3, WAV ringtones	125.5 g (4.41 oz)	HSDPA 14.4 Mbps, HSUPA 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-lumia-710-t-mobile.jpg	5 MP, 2592&#1093;1944 pixels, autofocus, LED flash	HSDPA 850 / 1700 / 1900 / 2100 	Yes, v2.1 with A2DP, EDR	Black, white/black	8 GB storage, 512 MB RAM	Stereo FM radio with RDS	No	Microsoft Windows Phone 7.5 Mango	Lumia 710 T-Mobile	480 x 800 pixels, 3.7 inches (~252 ppi pixel density)	mid_range
Voice 65dB / Noise 61dB / Ring 65dB	Class 33	Wi-Fi 802.11 b/g/n	119 x 62.4 x 12.5 mm, 81.1 cc (4.69 x 2.46 x 0.49 in)	140	GSM 850 / 900 / 1800 / 1900 	Endurance rating 27h	Yes	Photo	Noise -80.9dB / Crosstalk -85.7dB	400	Adreno 205	No	TFT capacitive touchscreen, 16M colors	1.4 GHz Scorpion	Micro-SIM	Yes, microUSB v2.0	Available. Released 2011, December	Nokia	Qualcomm MSM8255 Snapdragon	Corning Gorilla Glass	2011, October	Yes	Accelerometer, proximity, compass	Yes, with A-GPS support	No	No	Class 33	6	No	Yes	SMS (threaded view), MMS, Email, Push Email, IM	Contrast ratio: 1115:1 (nominal)	WAP 2.0/xHTML, HTML5, RSS feeds	Vibration; MP3, WAV ringtones	125.5 g (4.41 oz)	HSDPA 14.4 Mbps, HSUPA 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-lumia-710.jpg	5 MP	HSDPA 900 / 1900 / 2100 - RM-803	Yes, v2.1 with A2DP, EDR	Black, White (front)/ black, white, cyan, fuchsia, yellow (back)	8 GB storage, 512 MB RAM	Stereo FM radio with RDS	Up to 38 h	Microsoft Windows Phone 7.5 Mango	Lumia 710	480 x 800 pixels, 3.7 inches (~252 ppi pixel density)	mid_range
Voice 77dB / Noise 72dB / Ring 78dB	Class 33	Wi-Fi 802.11 b/g/n	116.5 x 55.7 x 13.9 mm, 72 cc (4.59 x 2.19 x 0.55 in)	110	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -87.5dB / Crosstalk -73.3dB	720	No	Yes, MIDP 2.1	TFT capacitive touchscreen, 256K colors	1 GHz	Mini-SIM	Yes, microUSB v2.0, USB On-the-go	Available. Released 2011, December	Nokia	No	No	2011, October	Yes, VGA@15fps	No	No	No	microSD, up to 32 GB	Class 32	8	No	Yes	SMS(threaded view), MMS, Email, Push Email, IM	Contrast ratio: 498:1 (nominal)	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, Polyphonic(64), WAV, MP3 ringtones	99 g (3.49 oz)	HSDPA, 10.2 Mbps; HSUPA, 2 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-asha-303.jpg	3.2 MP	HSDPA 850 / 900 / 1700 / 1900 / 2100 	Yes, v2.1 with A2DP, EDR	Red, Graphite, Silver White, Aqua, Green, Purple	170 MB (100 MB user available), 256 MB ROM, 128 MB RAM	Stereo FM radio with RDS	Up to 47 h	No	Asha 303	320 x 240 pixels, 2.6 inches (~154 ppi pixel density)	mid_range
Voice 75dB / Noise 66dB / Ring 75dB	Yes	No	112.8 x 49.5 x 12.7 mm, 59 cc (4.44 x 1.95 x 0.5 in)	90	GSM 850 / 900 / 1800 / 1900 	No	No	Photo	Noise -87.9dB / Crosstalk -86.8dB	550	No	Yes, MIDP 2.1	TFT resistive touchscreen, 256K colors	1 GHz	Mini-SIM	Yes, microUSB v2.0, USB On-the-go	Available. Released 2011, November	Nokia	No	No	2011, October	Yes, VGA@15fps	Proximity	No	No	microSD, up to 32 GB	Yes	6	No	Yes	SMS(threaded view), MMS, Email, Push Email, IM	Contrast ratio: 856:1 (nominal)	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, Polyphonic(64), WAV, MP3 ringtones	85 g (3.00 oz)	HSDPA, 10.2 Mbps; HSUPA, 2 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-asha-300.jpg	5 MP	HSDPA 850 / 900 / 1900 / 2100 	Yes, v2.1 with A2DP, EDR	Graphite, Night Shade, Gold, White Silver, Pink, Red	140 MB, 256 MB ROM, 128 MB RAM	Stereo FM radio with RDS	Up to 28 h	No	Asha 300	240 x 320 pixels, 2.4 inches (~167 ppi pixel density)	low_end
Yes	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	115.5 x 61.1 x 14 mm, 47.7 cc (4.55 x 2.41 x 0.55 in)	60	GSM 900 / 1800 - RM-799	No	No	No	No	888	No	Yes, MIDP 2.1	TFT, 256K colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2012, February	Nokia	No	No	2011, October	Yes, 176x144@10fps	No	No	No	microSD, up to 32 GB	Class 12	7	No	Yes	SMS(threaded view), MMS, Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, Polyphonic(64),  MP3 ringtones	105 g (3.70 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-asha-201.jpg	2 MP, 1600x1200 pixels	No	Yes, v2.1 with EDR	Graphite, Green, Blue, Aqua, Pearl White, Light Pink, Pink, Orange	10 MB, 64 MB ROM, 32 MB RAM	Stereo FM radio with RDS, FM recording	Up to 52 h	No	Asha 201	320 x 240 pixels, 2.4 inches (~167 ppi pixel density)	low_end
Voice 71dB / Noise 68dB / Ring 73dB	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	115.4 x 61.1 x 14 mm, 47.7 cc (4.54 x 2.41 x 0.55 in)	60	GSM 900 / 1800 - SIM 1 & SIM 2	No	No	No	Noise -81.2dB / Crosstalk -78.1dB	552	No	Yes, MIDP 2.1	TFT, 256K colors	No	Dual SIM (Mini-SIM, dual stand-by)	Yes, microUSB v2.0	Available. Released 2011, December	Nokia	No	No	2011, October	Yes, 176x144@10fps	No	No	No	microSD, up to 32 GB	Class 12	7	No	Yes	SMS(threaded view), MMS, Email, IM	Contrast ratio: 746:1 (nominal)	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, Polyphonic(64),  MP3 ringtones	105 g (3.70 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-asha-201.jpg	2 MP, 1600x1200 pixels	No	Yes, v2.1 with EDR	Graphite, Green, Blue, Aqua, Pearl White, Light Pink, Pink, Orange	10 MB, 64 MB ROM, 32 MB RAM	Stereo FM radio with RDS, FM recording	Up to 52 h	No	Asha 200	320 x 240 pixels, 2.4 inches (~167 ppi pixel density)	low_end
Yes	Class 33	Wi-Fi 802.11 b/g/n	113.5 x 57.1 x 12.7 mm, 74 cc (4.47 x 2.25 x 0.5 in)	160	GSM 850 / 900 / 1800 / 1900 	No	Yes	No	No	460	2D/3D graphics HW accelerator with OpenVG1.1 and OpenGL ES 2.0	Yes, MIDP 2.1	IPS LCD capacitive touchscreen, 16M colors	1 GHz	Micro-SIM	Yes, microUSB v2.0, USB On-the-go	Available. Released 2011, October	Nokia	No	Scratch-resistant glass	2011, October	Yes, 720p@30fps	Accelerometer, proximity, compass	Yes, with A-GPS support	No	microSD, up to 32 GB	Class 33	No	No	Yes	SMS(threaded view), MMS, Email, Push Mail, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration, MP3 ringtones	109.6 g (3.84 oz)	HSDPA 14.4 Mbps, HSUPA 5.76 Mbps	http://cdn2.gsmarena.com/vv/thumb/nokia-603-ofic.jpg	5 MP, 2592&#1093;1944 pixels, fixed focus	HSDPA 850 / 900 / 1700 / 1900 / 2100 	Yes, v3.0 with A2DP	Black, white (front panel)/ black, white, fuchsia, green, yellow, blue (back panel)	2 GB (340 MB user available), 512 MB RAM, 1 GB ROM	Stereo FM radio with RDS, music recognition	Up to 75 h	Symbian Belle OS, upgradeable to Belle FP1	603	360 x 640 pixels, 3.5 inches (~210 ppi pixel density)	mid_range
Yes	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	99.4 x 47.8 x 16.3 mm, 59.5 cc (3.91 x 1.88 x 0.64 in)	60	GSM 900 / 1800 	No	No	No	No	600	No	Yes, MIDP 2.1	TFT, 65K colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2011, December	Nokia	No	No	2011, October	Yes	No	No	No	microSD, up to 32 GB	Class 12	5	No	Yes	SMS (threaded view), MMS, Email, IM	No	WAP 2.0/xHTML	Vibration; MP3 ringtones	98.5 g (3.46 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-c2-05.jpg	VGA, 640x480 pixels	No	Yes, v2.1 with A2DP, EDR	Dynamic Gray, Peacock Blue, Pink	64 MB	FM radio; FM recording	No	No	C2-05	240 x 320 pixels, 2.0 inches (~200 ppi pixel density)	low_end
Yes	Class 12 (4+1/3+2/2+3/1+4 slots), 32 - 48 kbps	No	113 x 50 x 15 mm, 125.5 cc (4.45 x 1.97 x 0.59 in)	90	GSM 900 / 1800 	No	No	No	No	643	No	Yes, MIDP 2.1	TFT, 65K colors	No	Mini-SIM	Yes, microUSB v2.0	Available. Released 2011, December	Nokia	No	No	2011, October	No	No	No	No	microSD, up to 32 GB	Class 12	7	No	Yes	SMS(threaded view), MMS, Email, IM	No	WAP 2.0/xHTML	Vibration, MP3 ringtones	87.8 g (3.07 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-x2-05.jpg	VGA, 640x480 pixels	No	Yes, v2.1 with A2DP, EDR	Black, Silver, White, Bright Red	64 MB	FM radio; FM recording	Up to 20 h	No	X2-05	240 x 320 pixels, 2.2 inches (~182 ppi pixel density)	low_end
Yes	Class 32	Wi-Fi 802.11 b/g	105.8 x 51 x 13.8 mm, 65 cc (4.17 x 2.01 x 0.54 in)	110	GSM 850 / 900 / 1800 / 1900 	No	No	No	No	600	No	Yes, MIDP 2.0	TFT resistive touchscreen, 16M colors	600 MHz	Mini-SIM	Yes, microUSB v2.0	Available. Released 2012, March	Nokia	No	No	2011, October	Yes, VGA@15fps	Accelerometer	Yes, with A-GPS support; Nokia Maps	No	microSD, up to 16 GB	Class 32	11	No	Yes	SMS, MMS, Email, IM	No	WAP 2.0/xHTML, HTML, Adobe Flash Lite	Vibration; Downloadable polyphonic, MP3 ringtones	93 g (3.28 oz)	No	http://cdn2.gsmarena.com/vv/thumb/nokia-c5-06.jpg	2 MP, 1600x1200 pixels	No	Yes, v2.1 with A2DP, EDR	Graphite Black, Aluminium Grey, Red, Orange, Blue, Black Illuvial, White Illuvial, White/Red, White/Orange	40 MB storage, 128 MB RAM, 256 MB ROM	Stereo FM radio	Up to 35 h	Symbian OS v9.4, Series 60 rel. 5	C5-06	360 x 640 pixels, 3.2 inches (~229 ppi pixel density)	mid_range
